Time(us),Frequency(kHz)
10963907,3071293
10973909,3088132
10983910,3069418
10993914,3081553
11003921,3065911
11013926,3078388
11023929,3075124
11033934,3088434
11043938,3081684
11053941,3087401
11063942,3081168
11073948,3088005
11083951,3082527
11093952,3087852
11103956,3081708
11113963,3088305
11123967,3074529
11133969,3087575
11143974,3081419
11153977,3087812
11163983,3072594
11173985,3082221
11183992,3078174
11193993,3082073
11203995,3067729
11214000,3079494
11224006,3069135
11234013,3022824
11244014,3006415
11254021,2933110
11264022,2923334
11274029,2926828
11284036,3061835
11294040,3081970
11304046,3074683
11314053,3087549
11324060,3082090
11334066,3087531
11344071,3081386
11354076,3087695
11364078,3082375
11374083,3088195
11384085,3073630
11394090,3088286
11404093,3082195
11414100,3087470
11424103,3075259
11434106,3072462
11444109,3050735
11454114,3049041
11464116,3063135
11474120,3009272
11484125,2916828
11494131,3068887
11504138,3072116
11514140,3081601
11524144,3078438
11534148,3087876
11544150,3068629
11554154,3081442
11564158,3072204
11574161,3081850
11584168,3072340
11594174,3081646
11604177,3081724
11614178,3087897
11624179,3068989
11634184,3081393
11644186,3072445
11654192,3078702
11664197,3063206
11674201,3081672
11684205,3078325
11694211,3087398
11704216,3075216
11714220,3087869
11724225,3081477
11734232,3081798
11744235,3072449
11754240,3062923
11764243,3071702
11774247,3084345
11784254,3075762
11794257,3081521
11804262,3071892
11814266,3081516
11824273,3072151
11834275,3077881
11844277,3078572
11854279,3088215
11864283,3072134
11874285,3075558
11884290,3072643
11894292,3081607
11904299,3081777
11914304,3073805
11924311,3072773
11934314,3087915
11944315,3081135
11954317,3084703
11964320,3079001
11974322,3084358
11984326,3081121
11994334,3087920
12004340,3069087
12014341,3081549
12024346,3069691
12034349,3078528
12044354,3072381
12054357,3079568
12064362,3066443
12074368,3069699
12084369,3047445
12094373,3078044
12104377,3072809
12114379,3080434
12124383,3073018
12134389,3082176
12144390,3071762
12154394,3087555
12164395,3081452
12174398,3087915
12184404,3081807
12194410,3068228
12204415,3070904
12214420,3081141
12224421,3078795
12234425,3087821
12244427,3050813
12254430,3078433
12264433,3059726
12274439,3062703
12284442,3060547
12294443,3027238
12304446,3050382
12314451,2986648
12324452,3000987
12334457,3063796
12344464,2973414
12354467,2946318
12364470,3059450
12374476,3078739
12384483,3066861
12394487,3075487
12404494,3069382
12414499,3067888
12424504,3051910
12434511,3078330
12444515,3065012
12454518,3084502
12464521,3072350
12474525,3084570
12484528,3063168
12494530,3072018
12504532,3072398
12514534,3081258
12524536,3075457
12534541,3074964
12544544,3069164
12554544,3081444
12564552,3072527
12574555,3063022
12584558,3056507
12594559,3073970
12604567,3072733
12614580,3075853
12624598,3066144
12634602,3081680
12644604,3078225
12654569,3071083
12664731,3079598
12674568,3057187
12684867,3074941
12694870,3067359
12704876,3080566
12714881,3079084
12724898,3084368
12734903,3078053
12744910,3087652
12754914,3082427
12764920,3087914
12774922,3081572
12784925,3058687
12794932,3069582
12804937,3072372
12814943,3068768
12824949,3082001
12834952,3066205
12844955,3081075
12854958,3068652
12864962,3088318
12874965,3073391
12884970,3070787
12894971,3072874
12904977,3075355
12914979,3051269
12924985,3069691
12934991,3064130
12944995,3078282
12954996,3072484
12964997,3081792
12975001,3062099
12985004,3081440
12995006,3072895
13005009,3083623
13015016,3082160
13025022,3078125
13035023,3059885
13045025,3081414
13055027,3062087
13065033,3082256
13075035,3060478
13085038,3081135
13095045,3075541
13105050,3084718
13115055,3082495
13125060,3074674
13135065,3072156
13145069,3079961
13155076,3060714
13165082,3078818
13175083,3071763
13185086,3082106
13195090,3081400
13205096,3087935
13215097,3065502
13225100,3081637
13235103,3072403
13245108,3075961
13255109,3068416
13265115,3087539
13275116,3082387
13285118,3087602
13295122,3067488
13305143,3045454
13315147,3061672
13325153,3068468
13335156,3062684
13345163,3012308
13355164,2967043
13365170,2936504
13375176,2959816
13385179,3081711
13395184,3045650
13405188,3055388
13415196,2897834
13425197,3081870
13435201,3072449
13445203,3087610
13455208,3081013
13465212,3068568
13475216,3072251
13485219,3075374
13495221,3072525
13505228,3085238
13515233,3082027
13525239,3088309
13535240,3081955
13545243,3084067
13555246,3072902
13565252,3087857
13575253,3081775
13585255,3080770
13595260,3072259
13605266,3081224
13615273,3078410
13625276,3078422
13635281,3065904
13645288,3073464
13655295,3061759
13665302,3078271
13675310,3066785
13685315,3080965
13695318,3073028
13705321,3069329
13715327,3059562
13725333,3081401
13735335,3072520
13745337,3081905
13755343,3066419
13765348,3081081
13775356,3066876
13785358,3075542
13795363,3054865
13805367,3081724
13815372,3063767
13825378,3081638
13835381,3075771
13845386,3084810
13855392,3075837
13865397,3084604
13875401,3058308
13885404,3074800
13895409,3066774
13905411,3081529
13915415,3068260
13925420,3081568
13935426,3076074
13945428,3087962
13955435,3081913
13965439,3081033
13975441,3065848
13985447,3081057
13995449,3066669
14005455,3077976
14015460,3069461
14025464,3084604
14035475,3059341
14045479,3078993
14055482,3062221
14065488,3081289
14075493,3062498
14085494,3082143
14095499,3059830
14105504,3068148
14115506,3072863
14125510,3069370
14135514,3071566
14145515,3075737
14155521,3066321
14165523,3075678
14175528,3072055
14185533,3075562
