Time(us),Frequency(kHz)
11564280,3072293
11574283,3076052
11584288,3062682
11594290,3069404
11604293,3063548
11614294,3088086
11624299,3072658
11634301,3082057
11644307,3072533
11654313,3085073
11664314,3081148
11674321,3088034
11684326,3081656
11694331,3068552
11704336,3072321
11714343,3084656
11724346,3074928
11734349,3080647
11744350,3072965
11754352,3084966
11764358,3075214
11774360,3084488
11784362,3078502
11794369,3084847
11804372,3075495
11814378,3084694
11824381,3078213
11834386,3078440
11844389,3072090
11854393,3076042
11864396,3072355
11874404,3084691
11884409,3081955
11894412,3088058
11904415,3071311
11914420,3081529
11924423,3063311
11934430,3075440
11944437,3059460
11954439,3072935
11964445,3069444
11974452,3075465
11984456,3072099
11994463,3081768
12004468,3079142
12014470,3084567
12024476,3074590
12034479,3081651
12044481,3048747
12054487,3075383
12064492,3072140
12074498,3081431
12084503,3078923
12094506,3079076
12104508,3072451
12114509,3063124
12124510,2992232
12134515,3028235
12144522,3062394
12154528,3082021
12164530,3078599
12174534,3084720
12184540,3081786
12194542,3087690
12204547,3082038
12214548,3087866
12224551,3082184
12234553,3087533
12244555,3081545
12254564,3078645
12264578,3072752
12274797,3075255
12284803,3085322
12294804,3080767
12304809,3056344
12314815,3043698
12324818,3067105
12334820,2934787
12344826,3003239
12354833,3082569
12364838,3077476
12374843,3073698
12384845,3074867
12394851,3055919
12404857,3070507
12414859,3066430
12424867,3081218
12434869,3060892
12444875,3074999
12454890,3072463
12464898,3061289
12474903,3082407
12484904,3087384
12494908,3069106
12504914,3081535
12514915,3078432
12524919,3078744
12534922,3060280
12544924,3084683
12554928,3060296
12564934,3078677
12574939,3066522
12584943,3081879
12594946,3078041
12604952,3087637
12614956,3081843
12624961,3063928
12634967,3054199
12644972,3063463
12654977,3047784
12664980,3049876
12674986,3062827
12684990,3075863
12694993,3059458
12704997,3069525
12715002,3063391
12725004,3081819
12735012,3050083
12745015,3069506
12755021,3072004
12765024,3088116
12775027,3081196
12785035,3087940
12795038,3063188
12805040,3081789
12815047,3078481
12825048,3087839
12835052,3071675
12845054,3075737
12855061,3072794
12865062,3081127
12875065,3072192
12885070,3082334
12895074,3077881
12905079,3068410
12915083,3057825
12925088,3072284
12935094,3065853
12945101,3060448
12955106,3052380
12965107,3071178
12975109,3066525
12985112,3081342
12995116,3078774
13005122,3087673
13015127,3081425
13025132,3087514
13035134,3082024
13045135,3088261
13055141,3072360
13065146,3081783
13075150,3072340
13085155,3084999
13095161,3081889
13105163,3087757
13115167,3082026
13125173,3087929
13135177,3081829
13145181,3075325
13155188,3006600
13165193,2922667
13175200,2889179
13185207,2887863
13195212,3038709
13205216,2933398
13215222,2971876
13225228,3082130
13235230,3081390
13245231,3088022
13255232,3069259
13265234,3081558
13275241,3079070
13285245,3082670
13295252,3072569
13305256,3084884
13315260,3081892
13325262,3088013
13335268,3082000
13345271,3075413
13355276,3067194
13365283,3078101
13375285,3066512
13385289,3081704
13395294,3072356
13405298,3088066
13415301,3082384
13425303,3072309
13435310,3066014
13445313,3080691
13455316,3082642
13465319,3087875
13475322,3081618
13485330,3087578
13495334,3082594
13505339,3081459
13515341,3066719
13525343,3082041
13535345,3070274
13545346,3065642
13555352,3062751
13565355,3075547
13575360,3058661
13585364,3066542
13595365,3057515
13605367,3081186
13615373,3075194
13625380,3087629
13635383,3081724
13645385,3088353
13655388,3081226
13665392,3087626
13675394,3080980
13685400,3088029
13695406,3082192
13705407,3075360
13715413,3072426
13725420,3072251
13735424,3072052
13745427,3055310
13755430,3026432
13765431,3069703
13775439,3049230
13785444,3069095
13795446,3054193
13805451,3069487
13815452,3065859
13825454,3075977
13835456,3072703
13845460,3061810
13855462,3081665
13865465,3087949
13875471,3082119
13885474,3075549
13895476,3071915
13905481,3073976
13915484,3081733
13925486,3087844
13935487,3077914
13945493,3088169
13955496,3081828
13965498,3075654
13975499,3066181
13985504,3087864
13995506,3081927
14005511,3087849
14015514,3081886
14025520,3088300
14035525,3081100
14045531,3087646
14055534,3082112
14065536,3088133
14075537,3081548
14085543,3087971
14095549,3082239
14105553,3088023
14115559,3081607
14125563,3084740
14135564,3079155
14145566,3084822
14155573,3075006
14165575,3087695
14175581,3081766
14185587,3081678
14195593,3069132
14205600,3081418
14215605,3072707
14225609,3031785
14235611,3010208
14245612,3039779
14255619,3071995
14265621,3075384
14275624,3066309
14285631,3025056
14295635,2906219
14305640,3084114
14315642,3076114
14325649,3081045
14335654,3066731
14345661,3075466
14355663,3063420
14365669,3081879
14375675,3075354
14385676,3081907
14395682,3082179
14405689,3075389
14415695,3072718
14425697,3084377
14435702,3081484
14445709,3066238
14455716,3046058
14465717,3069296
14475722,3053813
14485727,3071682
14495731,3063196
14505733,3075769
14515739,3063615
14525745,3067052
14535750,3072578
14545755,3081565
14555757,3072302
14565758,3081519
14575762,3075443
14585769,3087884
14595775,3075240
14605781,3074244
14615787,3059915
14625790,3075263
14635794,3069382
14645799,3078618
14655801,3075837
14665806,3075784
14675810,3069504
14685813,3081932
14695819,3078613
14705825,3088313
14715832,3081895
14725837,3087497
14735844,3072967
14745849,3051103
14755856,3064717
14765859,3084639
14775866,3081792
14785874,3087689
14795875,3074690
14805877,3087380
14815881,3082087
14825883,3088249
14835886,3081857
14845891,3087950
14855895,3081680
14865900,3088028
14875905,3081298
14885913,3088430
14895918,3082131
14905918,3069539
14915924,3064259
14925926,3081971
14935931,3067416
14945934,3082005
14955942,3078453
14965946,3083498
14975948,3070339
14985951,3081558
14995956,3075105
15005962,3087912
15015968,3082044
15025972,3083829
15035977,3071881
15045980,3081642
15055984,3072650
15065991,3075936
15075994,3070240
15085996,3081283
15096000,3078276
15106007,3078318
15116012,3060223
15126014,3081957
15136019,3072370
15146022,3082003
15156023,3072630
15166028,3078859
15176029,3063270
15186034,3081838
15196041,3075665
15206046,3066415
15216051,3072166
15226055,3065703
15236062,3070129
15246068,3069011
15256069,3071792
15266075,3082156
15276076,3011823
15286082,2921008
15296086,3054597
15306090,3070614
15316094,2948192
15326100,3032394
15336102,3072286
15346106,3087741
15356108,3082256
15366114,3081463
15376118,3057699
15386122,3069047
15396125,3064170
15406132,3077746
15416134,3072312
15426137,3088040
15436140,3081808
15446143,3087840
15456148,3072343
15466155,3081844
15476157,3071879
15486160,3079323
15496162,3066956
15506168,3081686
15516170,3066437
15526176,3081913
15536184,3059478
15546187,3072601
15556191,3062647
15566195,3081717
15576201,3060398
15586202,3081913
15596205,3068471
15606207,3084828
15616209,3072555
15626210,3081781
15636212,3072757
15646214,3084061
15656219,3061916
15666220,3087111
15676223,3082299
15686225,3081799
15696228,3069251
15706230,3081601
15716235,3072681
15726240,3075561
15736245,3070898
15746249,3065783
15756255,3069478
15766259,3081770
15776261,3081945
15786263,3066402
15796265,3071895
15806269,3084960
15816270,3075393
15826276,3087925
15836282,3081767
15846285,3078304
15856291,3062242
15866293,3081672
15876299,3075009
15886307,3087924
15896314,3081838
15906315,3077392
15916321,3078108
15926326,3088414
15936329,3081274
15946333,3081547
15956329,3081954
15966343,3087838
15976347,3071765
15986351,3082077
15996356,3072174
16006362,3088461
16016365,3052075
16026371,3075676
16036372,3063398
16046378,3081346
16056381,3082293
16066385,3087967
16076388,3081500
16086393,3087979
16096397,3082444
16106403,3087887
16116408,3082258
16126413,3081603
16136420,3071652
16146422,3069840
16156423,3072353
16166425,3076223
16176428,3068475
16186432,3081996
16196437,3066520
16206442,3075538
16216446,3071727
16226451,3075077
16236456,3071452
16246458,3068709
16256462,3070664
16266465,3075654
16276469,3071959
16286471,3075188
16296473,3066735
16306479,3038296
16316484,2995612
16326487,3018730
16336490,3019001
16346494,3033859
16356500,3035720
16366507,2894215
16376508,3072041
16386511,3081398
16396514,3079330
16406517,3087939
16416524,3081581
16426530,3081842
16436534,3082231
16446540,3087895
16456545,3081968
16466552,3063181
16476556,3059972
16486566,3075654
16496584,3041888
16506866,3063002
16516875,3081744
16526877,3072458
16536885,3078394
16546890,3072078
16556904,3060985
16566908,3081879
16576912,3088156
16586919,3082168
16596925,3087427
16606927,3081984
16616932,3088474
16626936,3049188
16636938,3081433
16646940,3059892
16656944,3075862
16666946,3079121
16676953,3087654
16686956,3080973
16696963,3081470
16706968,3072523
16716973,3069534
16726977,3066271
16736984,3081585
16746990,3069298
16756996,3087596
16766998,3081638
16777000,3078371
16787004,3072365
16797005,3075038
16807011,3072276
16817017,3084601
16827021,3070175
16837024,3075366
16847027,3071676
16857034,3088029
16867039,3069262
16877043,3081447
16887047,3078434
16897050,3081860
16907052,3058173
16917053,3081417
16927058,3062710
16937062,3078370
16947069,3068961
16957071,3068777
16967074,3062750
16977081,3082154
16987088,3071936
16997090,3084909
17007095,3082362
17017101,3087432
17027102,3081688
17037105,3081256
17047112,3072397
17057116,3082177
17067117,3072173
17077122,3087992
17087127,3073012
17097130,3081390
17107137,3072331
17117141,3084960
17127142,3072917
17137149,3081772
17147156,3075531
17157160,3087878
17167164,3082453
17177169,3087568
17187175,3081749
17197180,3084464
17207185,3079074
17217186,3084189
17227190,3081243
17237193,3080866
17247194,3030194
17257197,3064726
17267198,3066276
17277200,3078810
17287207,3072471
17297208,3081696
17307214,3057974
17317220,3081639
17327225,3072896
17337229,3087604
17347234,3066392
17357235,3011469
17367240,2925392
17377245,2985165
17387247,3072378
17397249,3075597
17407254,3072338
17417259,3075650
17427260,3072638
17437267,3082064
17447272,3074580
17457275,3067958
17467278,3078866
17477285,3088311
17487291,3082137
17497294,3088305
17507298,3082366
17517300,3087646
17527305,3081749
17537309,3087831
17547311,3066580
17557316,3050706
