Time(us),Frequency(kHz)
8833406,1200008
8843411,1200009
8853414,1200007
8863416,1200008
8873422,1200009
8883426,1200007
8893431,1200008
8903439,1200009
8913444,1200008
8953462,1200007
8963467,1200008
8983477,1200009
8993484,1200007
9003489,1200009
9013493,1200007
9023496,1200009
9033499,1200007
9043505,1200008
9063514,1200009
9073518,1200007
9083519,1200009
9093522,1200008
9123536,1200007
9143541,1200009
9153544,1200008
9163547,1200007
9173549,1200009
9183557,1200007
9193564,1200008
9213569,1200009
9223572,1200007
9233575,1200008
9253586,1200009
9263589,1200008
9313619,1200007
9323627,1200009
9333629,1200008
9343636,1200007
9363646,1200009
9373650,1200008
9393659,1200007
9403663,1200008
9413667,1200009
9423671,1200008
9443682,1200006
9453687,1200009
9463693,1200007
9473701,1200008
9483707,1200009
9493710,1200007
9513717,1200009
9523719,1200008
9533721,1200007
9543724,1200008
9563729,1200009
9573737,1200008
9643766,1200007
9653771,1200008
9703793,1200007
9713795,1200009
9723801,1200008
9733809,1200007
9743814,1200009
9753818,1200008
9763822,1200007
9783830,1200009
9793834,1200008
9833845,1200007
9843850,1200008
9853855,1200009
9863860,1200008
9873867,1200007
9883873,1200009
9893880,1200007
9903881,1200008
9913889,1200009
9923896,1200007
9943906,1200009
9953908,1200008
9963912,1200007
9973915,1200008
9983922,1200007
9993925,1200008
10003928,1200007
10013934,1200008
10033944,1200009
10043950,1200008
10053957,1200007
10063959,1200008
10073965,1200009
10083967,1200007
10093972,1200009
10103977,1200007
10113980,1200009
10123985,1200008
10174011,1200007
10184016,1200008
10194024,1200006
10204026,1200008
10214027,1200009
10224029,1200007
10234035,1200009
10244038,1200007
10264045,1200008
10284049,1200009
10294051,1200006
10304058,1200008
10314065,1200009
10324071,1200007
10334079,1200009
10344083,1200007
10354089,1200008
10374097,1200009
10384098,1200008
10404106,1200006
10414109,1200008
10424116,1200009
10434120,1200007
10444127,1200009
10454134,1200007
10464140,1200009
10474143,1200008
10484147,1200007
10494154,1200008
10504157,1200009
10514160,1200008
10524162,1200006
10534168,1200009
10544172,1200008
10554174,1200007
10564179,1200008
10574185,1200009
10584187,1200007
10594190,1200008
10604198,1200007
10614203,1200008
10624207,1200009
10634213,1200008
10644215,1200007
10654217,1200009
10664219,1200008
10674222,1200006
10684225,1200009
10694227,1200008
10704230,1200007
10714235,1200009
10724242,1200007
10734247,1200008
10794274,1200010
10804281,1200007
10824291,1200008
10844300,1200009
10854305,1200008
10864309,1200007
10874316,1200009
10884318,1200008
10924330,1200007
10934333,1200008
10964346,1200009
10974351,1200008
10984359,1200007
10994364,1200009
11004371,1200008
11024378,1200007
11034381,1200009
11044389,1200007
11054391,1200008
11064393,1200009
11074397,1200008
11094408,1200007
11104416,1200009
11114422,1200008
11124425,1200006
11134428,1200009
11144434,1200008
11164442,1200007
11174444,1200009
11184449,1200008
11234476,1200007
11244479,1200008
11254482,1200009
11264490,1200007
11274496,1200009
11284501,1200007
11294503,1200010
11304514,1200005
11314670,1200010
11324676,1200005
11334681,1200010
11344688,1200006
11354693,1200010
11364698,1200007
11374704,1200009
11384707,1200006
11394712,1200009
11404717,1200007
11414722,1200009
11424726,1200006
11434733,1200010
11444739,1200007
11454745,1200009
11464753,1200007
11474757,1200009
11484763,1200006
11494764,1200011
11504772,1200006
11514776,1200009
11524782,1200006
11534787,1200010
11544791,1200007
11554799,1200009
11564802,1200007
11574503,1200009
11584834,1200006
11594836,1200009
11604842,1200006
11614856,1200010
11624865,1200006
11634878,1200010
11644884,1200006
11654892,1200010
11664896,1200005
11674900,1200010
11684907,1200005
11694911,1200010
11704918,1200007
11714921,1200009
11724928,1200006
11734933,1200009
11744939,1200005
11754942,1200011
11764948,1200005
11774955,1200010
11784958,1200007
11794965,1200009
11804970,1200006
11814976,1200010
11824983,1200005
11834986,1200010
11844992,1200006
11854997,1200010
11864999,1200005
11875003,1200010
11885006,1200007
11895008,1200009
11905014,1200005
11915018,1200010
11925020,1200005
11935027,1200010
11945033,1200006
11955037,1200010
11965039,1200006
11975045,1200010
11985050,1200007
11995054,1200009
12005061,1200007
12015064,1200009
12025066,1200006
12035068,1200008
12055075,1200009
12065078,1200007
12075086,1200009
12085093,1200005
12095101,1200010
12105104,1200007
12135119,1200010
12145124,1200007
12155130,1200009
12165137,1200005
12175141,1200009
12185145,1200007
12195148,1200010
12205152,1200007
12225161,1200008
12235163,1200010
12245167,1200006
12255169,1200008
12275183,1200010
12285190,1200007
12295193,1200009
12305201,1200007
12315203,1200009
12325210,1200007
12345230,1200008
12355236,1200009
12365240,1200006
12375246,1200008
12385254,1200009
12405265,1200006
12415273,1200008
12435282,1200009
12445288,1200007
12455292,1200008
12465297,1200006
12475302,1200010
12485304,1200007
12505310,1200009
12515317,1200007
12525320,1200009
12535327,1200007
12545330,1200009
12565342,1200006
12575348,1200007
12585351,1200008
12595357,1200010
12605363,1200006
12615366,1200008
12625369,1200009
12635377,1200007
12645384,1200008
12655388,1200007
12665394,1200008
12675397,1200007
12685400,1200008
12695408,1200009
12705413,1200007
12725426,1200009
12735433,1200007
12745440,1200008
12755443,1200007
12765445,1200009
12775450,1200008
12785453,1200007
12795457,1200008
12815468,1200009
12825469,1200008
12855480,1200007
12865485,1200008
12875490,1200009
12885492,1200006
12895499,1200009
12905502,1200007
12915504,1200008
12955517,1200009
12965522,1200007
12975525,1200008
12995533,1200009
13005539,1200007
13015543,1200009
13025548,1200008
13035555,1200007
13045562,1200009
13055565,1200008
13075578,1200007
13085581,1200008
13095583,1200009
13105589,1200008
13125597,1200007
13135600,1200008
13145604,1200007
13155609,1200009
13165613,1200008
13175617,1200007
13185625,1200008
13195632,1200009
13205639,1200007
13215641,1200009
13225648,1200006
13235650,1200008
13245654,1200009
13255661,1200007
13265666,1200009
13275671,1200007
13285675,1200008
13295682,1200009
13305686,1200008
13335701,1200007
13345706,1200009
13355713,1200008
13395730,1200007
13405733,1200008
13425744,1200009
13435746,1200008
13445749,1200007
13465758,1200009
13475762,1200007
13485766,1200008
13495768,1200009
13505771,1200006
13515780,1200009
13535791,1200007
13545794,1200009
13555799,1200007
13565801,1200009
13575806,1200007
13585813,1200009
13595818,1200008
13615830,1200006
13625836,1200008
13635842,1200009
13645844,1200008
13665853,1200006
13675859,1200009
13685865,1200007
13695870,1200008
13725882,1200009
13735884,1200008
13745890,1200007
13755895,1200009
13765902,1200007
13775906,1200009
13785911,1200007
13795917,1200009
13805920,1200006
13815926,1200008
13835933,1200009
13845941,1200007
13855944,1200008
13865946,1200009
13875949,1200007
13885955,1200008
13895958,1200009
13905963,1200007
13915970,1200006
13925973,1200008
13945981,1200009
13955984,1200007
13965991,1200009
13975997,1200008
13986001,1200007
13996007,1200008
14006014,1200009
14016019,1200008
14026023,1200007
14036029,1200009
14046035,1200008
14056038,1200007
14066045,1200009
14076051,1200008
14086058,1200007
14096063,1200008
14116076,1200007
14126082,1200009
14136088,1200007
14146094,1200008
14166102,1200007
14176105,1200008
14186111,1200009
14196117,1200008
14236136,1200006
14246139,1200008
14256147,1200009
14266153,1200007
14276156,1200009
14286159,1200008
14306171,1200007
14316175,1200009
14326182,1200008
14336188,1200007
14346191,1200008
14366198,1200009
14376204,1200008
14416224,1200007
14426232,1200009
14436237,1200008
14446241,1200007
14456247,1200009
14466252,1200008
14476260,1200007
14496275,1200009
14506279,1200006
14516281,1200009
14526284,1200008
14576306,1200007
14586309,1200009
14596316,1200008
14646339,1200007
14656343,1200008
14666344,1200007
14676351,1200009
14686355,1200007
14696358,1200009
14706365,1200007
14716370,1200009
14726381,1200007
14736388,1200009
14746395,1200008
14756400,1200007
14766406,1200009
14776413,1200008
14796420,1200007
14806426,1200009
14816429,1200008
14836438,1200007
14846445,1200008
14856448,1200009
14866453,1200008
14886460,1200007
14896463,1200009
14906465,1200008
14916468,1200007
14926471,1200009
14936475,1200008
14946483,1200007
14956487,1200009
14966495,1200008
