Time(us),Frequency(kHz)
12224440,3072415
12234445,3087968
12244451,3081623
12254456,3082074
12264457,3072386
12274460,3081509
12284461,3078859
12294466,3088326
12304469,3081517
12314471,3087649
12324472,3057464
12334480,3078406
12344484,3065798
12354485,3081854
12364487,3070558
12374493,3075606
12384495,3071483
12394500,3081786
12404507,3066525
12414508,3076232
12424515,3072455
12434520,3081471
12444526,3065710
12454533,3075504
12464537,3066303
12474544,3081799
12484546,3054215
12494553,3072746
12504560,3062951
12514556,3070340
12524733,3069077
12534734,3070558
12544741,3076839
12554745,3070388
12564750,3077654
12574755,3065127
12584762,3046968
12594776,3058604
12604788,3064743
12614790,3064650
12624795,3086631
12634558,3081785
12645064,3082336
12655066,3072054
12665072,3061685
12675076,3067460
12685078,3088349
12695085,3054494
12705089,3075388
12715096,3066107
12725097,3081656
12735101,3071749
12745104,3078743
12755105,3072131
12765110,3075518
12775112,3057378
12785118,3084621
12795123,3081362
12805129,3087589
12815131,3081049
12825134,3087739
12835136,3081905
12845140,3088122
12855144,3072409
12865148,3065765
12875151,3071997
12885158,3088238
12895160,3081242
12905162,3087508
12915164,3081658
12925170,3087810
12935176,3081513
12945184,3087995
12955185,3082000
12965192,3087935
12975196,3081178
12985203,3072652
12995203,3072537
13005207,3081629
13015213,3078778
13025219,3088275
13035223,3082212
13045225,3075157
13055229,3072353
13065231,3087389
13075235,3081331
13085237,3067962
13095240,3041671
13105241,3025537
13115247,2944435
13125254,3072194
13135257,3059437
13145263,3077690
13155269,3072805
13165274,3080823
13175275,3072577
13185277,3075727
13195279,3072379
13205282,3081154
13215284,3072244
13225287,3081959
13235293,3071706
13245297,3081351
13255299,3068547
13265304,3081364
13275306,3066055
13285308,3081527
13295313,3075746
13305319,3087999
13315320,3081929
13325325,3087767
13335330,3081513
13345333,3078069
13355339,3072729
13365346,3084263
13375350,3082146
13385354,3087785
13395359,3075386
13405366,3088083
13415373,3075754
13425379,3081536
13435380,3072482
13445382,3075189
13455384,3072502
13465391,3084713
13475393,3054422
13485394,3075743
13495398,3063036
13505400,3085115
13515406,3081918
13525408,3088189
13535411,3065060
13545419,3075522
13555420,3069469
13565422,3054430
13575425,3061203
13585431,3081912
13595433,3068179
13605435,3083878
13615438,3076269
13625445,3087429
13635448,3081988
13645455,3078651
13655462,3072269
13665468,3069372
13675472,3066256
13685478,3075553
13695484,3065859
13705489,3073227
13715493,3072198
13725494,3084752
13735501,3069187
13745508,3081643
13755512,3078687
13765517,3087740
13775522,3073662
13785525,3069298
13795529,3066476
13805536,3081506
13815539,3066472
13825541,3078123
13835542,3078941
13845546,3081496
13855551,3071988
13865556,3081578
13875558,3071524
13885560,3075532
13895565,3071855
13905570,3068864
13915572,3069424
13925575,3071884
13935581,3063259
13945586,3074937
13955593,3063070
13965600,3081707
13975602,3071983
13985606,3081934
13995611,3069330
14005609,3074871
14015628,3065357
14025631,3069692
14035636,3072797
14045641,3079229
14055647,3066052
14065650,3085292
14075655,3068719
14085661,3081216
14095666,3066218
14105672,2960026
14115679,2904726
14125684,3081771
14135689,3025607
14145693,3075980
14155696,3066121
14165698,2960308
14175705,3043369
14185709,3079153
14195712,3072616
14205719,3075283
14215722,3072867
14225730,3081811
14235732,3075784
14245733,3087641
14255738,3082185
14265742,3087592
14275747,3082130
14285749,3087848
14295753,3081787
14305758,3088016
14315762,3082295
14325767,3088216
14335775,3067030
14345777,3073866
14355781,3075369
14365788,3087720
14375794,3057366
14385797,3081635
14395804,3075527
14405806,3088263
14415813,3075262
14425820,3088338
14435823,3081387
14445825,3088369
14455831,3081852
14465837,3064722
14475839,3066553
14485841,3081521
14495843,3065902
14505847,3075914
14515854,3060411
14525855,3075547
14535857,3066313
14545862,3081831
14555865,3072256
14565868,3081784
14575869,3067997
14585871,3079651
14595877,3066165
14605883,3081733
14615887,3065953
14625892,3084542
14635893,3074597
14645899,3084477
14655900,3075532
14665906,3078812
14675907,3069591
14685911,3069498
14695918,3060135
14705924,3078388
14715929,3075287
14725935,3084604
14735940,3069500
14745948,3075479
14755952,3066222
14765953,3072439
14775957,3058120
14785964,3071591
14795969,3075957
14805976,3075161
14815981,3065163
14825983,3075112
14835987,3048642
14845988,3073592
14855993,3064602
14865998,3078364
14876001,3075290
14886004,3078579
14896005,3068748
14906012,3078327
14916016,3054573
14926021,3078938
14936028,3065619
14946029,3079170
14956033,3066469
14966036,3069476
14976042,3062769
14986047,3076016
14996053,3065955
15006057,3081793
15016063,3075078
15026065,3081659
15036068,3081725
15046072,3087964
15056077,3077470
15066082,3088244
15076084,3072249
15086091,3081671
15096095,3075985
15106102,3088340
15116109,3069773
15126111,3080253
15136114,3069071
15146115,3072860
15156122,3031939
15166129,2997116
15176135,3030391
15186136,3037586
15196139,3057909
15206142,3081289
15216149,3075196
15226156,3081354
15236162,3081915
15246169,3082163
15256172,3072380
15266177,3078073
15276181,3081887
15286184,3087808
15296187,3081570
15306192,3088209
15316198,3075161
15326205,3087632
15336208,3081667
15346214,3075451
15356215,3045464
15366216,3053758
15376219,2923009
15386221,3081637
15396228,3072509
15406236,3081449
15416239,3072420
15426245,3085213
15436251,3068895
15446264,3078144
15456269,3070644
15466270,3087549
15476276,3081863
15486277,3087991
15496284,3075153
15506291,3087976
15516297,3081670
15526303,3083593
15536306,3081715
15546308,3087619
15556309,3078440
15566312,3087730
15576315,3081690
15586322,3088005
15596324,3081945
15606327,3087869
15616331,3076591
15626334,3087975
15636336,3075553
15646338,3088280
15656344,3081957
15666349,3087868
15676353,3081607
15686360,3087959
15696361,3081528
15706367,3087633
15716371,3074756
15726377,3087644
15736381,3081583
15746386,3075132
15756389,3072670
15766392,3084521
15776395,3074661
15786400,3088035
15796404,3081093
15806408,3087522
