Time(us),Frequency(kHz)
18888608,1200008
18928964,1200007
18938971,1200009
18948978,1200007
18958982,1200009
18968986,1200007
18978991,1200008
19049018,1200007
19059023,1200008
19069025,1200007
19079029,1200008
19169069,1200007
19179074,1200008
19189078,1200007
19199084,1200008
19209089,1200007
19219094,1200009
19229102,1200008
19369187,1200007
19379189,1200008
19409205,1200007
19419211,1200008
19449225,1200007
19459233,1200008
19559270,1200009
19569276,1200007
19579281,1200008
19589283,1200007
19599290,1200009
19609296,1200007
19619298,1200008
19629304,1200007
19639307,1200008
19649311,1200007
19659314,1200008
19669320,1200007
19679322,1200008
19689325,1200007
19699331,1200008
19739348,1200007
19749356,1200008
19839396,1200009
19849403,1200007
19859406,1200008
19869414,1200009
19879419,1200008
19949460,1200007
19959467,1200008
20009494,1200007
20019500,1200008
20029506,1200007
20039510,1200008
20059518,1200009
20069521,1200008
20079524,1200007
20089526,1200009
20099529,1200007
20109531,1200008
20129541,1200007
20139548,1200008
20149555,1200007
20159558,1200008
20169565,1200007
20179572,1200008
20209591,1200007
20219594,1200008
20249609,1200009
20259615,1200008
20309637,1200007
20319643,1200008
20389678,1200009
20399686,1200007
20409690,1200008
20429703,1200007
20439705,1200008
20499742,1200007
20509745,1200009
20519750,1200008
20539761,1200007
20549764,1200008
20569774,1200009
20579776,1200007
20589782,1200008
20619793,1200007
20629798,1200008
20649806,1200007
20659808,1200008
20759862,1200007
20769868,1200009
20779874,1200007
20789878,1200008
20809891,1200007
20819894,1200009
20829896,1200007
20839904,1200008
20869914,1200007
20879921,1200008
20899931,1200007
20909937,1200008
20989981,1200007
20999986,1200008
21009991,1200007
21019996,1200008
21030000,1200007
21040004,1200008
21070021,1200007
21080024,1200008
21120039,1200007
21130043,1200008
21180065,1200009
21190069,1200008
21250103,1200007
21260105,1200008
21270111,1200007
21280114,1200009
21290116,1200007
21300119,1200009
21310122,1200007
21320129,1200008
21340139,1200007
21350148,1200008
21380161,1200007
21390165,1200008
21400172,1200007
21410179,1200008
21430186,1200007
21440191,1200008
21470208,1200007
21480211,1200008
21490215,1200009
21500218,1200008
21530236,1200007
21540241,1200008
21600276,1200007
21610280,1200008
21620283,1200007
21630288,1200008
21670312,1200007
21680317,1200008
21730342,1200007
21750354,1200008
21870416,1200007
21880421,1200008
21890423,1200007
21900430,1200008
21940444,1200007
21950451,1200009
21960456,1200007
21970458,1200008
21980461,1200007
21990468,1200008
22030488,1200007
22040492,1200008
22070513,1200007
22080520,1200008
22130542,1200009
22140549,1200008
22160567,1200007
22170573,1200008
22220724,1200007
22230730,1200008
22240738,1200007
22250741,1200008
22280758,1200007
22290764,1200009
22300766,1200007
22310767,1200008
22320772,1200007
22330775,1200008
22380807,1200007
22390815,1200009
22400822,1200008
22440837,1200007
22450841,1200008
22470852,1200007
22480860,1200008
22520898,1200007
22530904,1200009
22540910,1200007
22550906,1200008
22610949,1200009
22620951,1200008
22640962,1200007
22650970,1200008
22670982,1200007
22680987,1200008
22741017,1200007
22751024,1200008
22861074,1200007
22871081,1200008
22901101,1200007
22911104,1200009
22921106,1200008
22951131,1200007
22971140,1200008
23021172,1200007
23031177,1200008
23071201,1200007
23081204,1200008
23091206,1200007
23101207,1200008
23111213,1200007
23121217,1200008
23141229,1200007
23151235,1200008
23161237,1200007
23171243,1200008
23181245,1200007
23191251,1200008
23201259,1200007
23211263,1200008
23221267,1200009
23231273,1200008
23241277,1200007
23251282,1200008
23301316,1200007
23311326,1200009
23321331,1200008
23341343,1200007
23351349,1200008
23381364,1200007
23391367,1200008
23421382,1200007
23431386,1200008
23561444,1200007
23571448,1200008
23581455,1200007
23591464,1200009
23601468,1200007
23611471,1200009
23621479,1200007
23631487,1200009
23641491,1200007
23651499,1200008
23751557,1200007
23761563,1200008
23811589,1200009
23821599,1200008
23831600,1200007
23841603,1200008
23851610,1200007
23861618,1200009
23871622,1200007
23881630,1200008
23931658,1200007
23941665,1200008
24051716,1200007
24061721,1200009
24071724,1200007
24081727,1200008
24121745,1200007
24131752,1200008
24221796,1200007
24241803,1200008
24271815,1200007
24281820,1200008
24301831,1200007
24311834,1200008
24391860,1200007
24401865,1200008
24501920,1200007
24511927,1200008
24551942,1200007
24561944,1200008
24571952,1200007
24581954,1200009
24591960,1200008
24601961,1200007
24611965,1200008
24631977,1200007
24641984,1200008
24661992,1200007
24671996,1200009
24681998,1200008
24692001,1200007
24702006,1200008
24732024,1200007
24742027,1200008
24752030,1200007
24762032,1200009
24772033,1200008
24782040,1200007
24792045,1200008
24802049,1200009
24812052,1200007
24822059,1200008
24872092,1200007
24882095,1200008
24912103,1200007
24922107,1200009
24932113,1200008
24942117,1200007
24952124,1200008
24962127,1200007
24972129,1200009
24982135,1200008
24992140,1200007
25002144,1200008
25012149,1200007
25022150,1200008
25052163,1200007
25062170,1200008
25112199,1200007
25122201,1200008
25252251,1200007
25262259,1200009
25272264,1200008
25282272,1200007
25292276,1200008
25312287,1200007
25322295,1200008
25342302,1200009
25352310,1200008
25392328,1200007
25402334,1200008
25452364,1200007
25472379,1200008
25492388,1200007
25502393,1200009
25512397,1200008
25522402,1200007
25532405,1200008
25542407,1200007
25552414,1200008
25572429,1200007
25582431,1200008
25642454,1200007
25652456,1200008
25722487,1200007
25732490,1200008
25752503,1200009
25762507,1200007
25772512,1200008
25792521,1200007
25802526,1200008
25812530,1200009
25822537,1200007
25832539,1200008
25912706,1200007
25922709,1200009
25932714,1200007
25942717,1200008
26032789,1200007
26042794,1200008
26052800,1200007
26062803,1200008
26152868,1200007
26162876,1200009
26172896,1200007
26182899,1200008
26232929,1200007
26242933,1200009
26252936,1200006
26262944,1200010
26272950,1200007
26282952,1200008
26292955,1200007
26302961,1200008
26533063,1200007
26543067,1200008
26573082,1200007
26583089,1200008
26693134,1200007
26703141,1200008
26743156,1200007
26753159,1200008
26833197,1200007
26843201,1200008
26893221,1200007
26903223,1200008
26993258,1200007
27013270,1200009
27023272,1200008
27063291,1200007
27073293,1200008
27093306,1200007
27103311,1200008
27133327,1200007
27143333,1200009
27153336,1200008
27253399,1200007
27263405,1200008
27353459,1200007
27363464,1200008
27433490,1200007
27443496,1200008
27463505,1200007
27473510,1200008
27503529,1200007
27513537,1200009
27523539,1200007
27533542,1200008
27673623,1200007
27683627,1200008
27773674,1200007
27783681,1200008
27823702,1200007
27833707,1200008
27883729,1200007
27903737,1200009
27913739,1200008
27953761,1200007
27963767,1200009
27973773,1200008
28013788,1200007
28023790,1200008
28033794,1200007
28043797,1200008
28063807,1200007
28073811,1200009
28083815,1200007
28093821,1200008
28123841,1200007
28133844,1200008
28173862,1200007
28183866,1200009
28193868,1200008
28263910,1200007
28273917,1200008
28283922,1200007
28293928,1200008
28303932,1200009
28313937,1200008
28333945,1200007
28343950,1200008
28383972,1200007
28393980,1200008
28474019,1200007
28484025,1200008
28504036,1200007
28514044,1200008
28544062,1200007
28554066,1200008
28624095,1200007
28634101,1200008
28684116,1200007
28694120,1200008
28764150,1200007
28774156,1200009
28784159,1200008
28814176,1200007
28824184,1200008
28864206,1200007
28874210,1200008
28974259,1200007
28984265,1200009
28994267,1200008
29104324,1200007
29114329,1200008
29144339,1200007
29154343,1200008
29234379,1200007
29244381,1200008
29444477,1200007
29454479,1200008
29544512,1200007
29554517,1200008
29674730,1200007
29684735,1200008
29784829,1200007
29794837,1200008
29874912,1200009
29884916,1200008
29964950,1200007
29974958,1200008
30044996,1200007
30054999,1200008
30095023,1200007
30105027,1200008
30145044,1200007
30155051,1200009
30165058,1200008
30325131,1200007
30335135,1200009
30345140,1200007
30355142,1200008
30395165,1200007
30405168,1200008
30445183,1200007
