Time(us),Frequency(kHz)
11734162,3072598
11744169,3061422
11754176,3075578
11764181,3053352
11774184,3075784
11784189,3072670
11794195,3077484
11804198,3081659
11814205,3081422
11824207,3072562
11834213,3081257
11844215,3078956
11854217,3077664
11864220,3081292
11874221,3081865
11884225,3066465
11894229,3081687
11904240,3066132
11914246,3081078
11924252,3072221
11934254,3087945
11944257,3062729
11954259,3081383
11964263,3065972
11974264,3079055
11984266,3059641
11994268,3081594
12004275,3072727
12014276,3084561
12024277,3069544
12034283,3075673
12044285,3020571
12054286,2987611
12064290,2966569
12074297,2944615
12084300,2919259
12094303,3014642
12104305,3048626
12114312,2981423
12124317,3061576
12134323,3074747
12144330,3075684
12154334,3075431
12164334,3060044
12174342,3081899
12184345,3072656
12194348,3081503
12204351,3051456
12214357,3081468
12224360,3072232
12234366,3081734
12244369,3078826
12254374,3082267
12264377,3072436
12274380,3081270
12284384,3078407
12294389,3088237
12304395,3081839
12314401,3087730
12324404,3082575
12334406,3087533
12344407,3081325
12354411,3088230
12364416,3081706
12374423,3081752
12384428,3081616
12394434,3088235
12404436,3081862
12414443,3088231
12424450,3081430
12434453,3063006
12444456,3081871
12454462,3088369
12464467,3078106
12474468,3075601
12484471,3060122
12494474,3076089
12504481,3071965
12514485,3072520
12524488,3072184
12534491,3078639
12544494,3071622
12554496,3080944
12564503,3071886
12574509,3067914
12584512,3073620
12594518,3064765
12604523,3066672
12614528,3081465
12624529,3069197
12634535,3081887
12644540,3072487
12654544,3075410
12664550,3072326
12674553,3081513
12684555,3063483
12694562,3078669
12704564,3066405
12714576,3066886
12724592,3082238
12734592,3081594
12744600,3071257
12754601,3081706
12764602,3081794
12774763,3076233
12784769,3074324
12794772,3075693
12804776,3078669
12814781,3071487
12824787,3085728
12834858,3082212
12844869,3087466
12854873,3071295
12864875,3084658
12874881,3054902
12884896,3075023
12894912,3063207
12904915,3075383
12914921,3078322
12924922,3064699
12934927,3061764
12944933,3081643
12954926,3072402
12964940,3066259
12974946,3072400
12984949,3075497
12994953,3075359
13004955,3084049
13014962,3076467
13024967,3084676
13034969,3075508
13044972,3074553
13054977,3071835
13064983,3085105
13074988,3057376
13084991,3077340
13094994,2957981
13104999,2902430
13115000,2989031
13125006,3041936
13135018,2964296
13145021,3057127
13155022,3066364
13165029,3069538
13175035,2920982
13185037,3075340
13195038,3065867
13205039,3081472
13215042,3078426
13225046,3087855
13235052,3081475
13245056,3087854
13255061,3081714
13265066,3088186
13275067,3074951
13285069,3078558
13295072,3072879
13305072,3081584
13315079,3066632
13325081,3072323
13335085,3072268
13345086,3081696
13355089,3075739
13365092,3087560
13375099,3082244
13385102,3084803
13395107,3075281
13405110,3072318
13415116,3072580
13425119,3084474
13435122,3082011
13445123,3087987
13455126,3081404
13465129,3068369
13475135,3062969
13485140,3078108
13495145,3082121
13505146,3087892
13515148,3081790
13525155,3087848
13535160,3081732
13545164,3087491
13555171,3075754
13565173,3081623
13575180,3075185
13585184,3084628
13595191,3072009
13605195,3078445
13615200,3072353
13625204,3081696
13635209,3057649
13645213,3081730
13655214,3069493
13665217,3078628
13675218,3056722
13685224,3075521
13695231,3071753
13705233,3087493
13715237,3075390
13725244,3082058
13735247,3066214
13745254,3082118
13755260,3072577
13765261,3062861
13775264,3057224
13785270,3078713
13795275,3065939
13805278,3065751
13815285,3072768
13825288,3088117
13835292,3081482
13845296,3075585
13855299,3061696
13865302,3085018
13875303,3081618
13885310,3069545
13895315,3066689
13905321,3081815
13915328,3078651
13925333,3087726
13935340,3081064
13945345,3088282
13955350,3077516
13965355,3081993
13975357,3072579
13985362,3081305
13995368,3081949
14005375,3065031
14015380,3069235
14025383,3082106
14035389,3059961
14045395,3078432
14055399,3068732
14065406,3087876
14075411,3081683
14085418,3078529
14095424,3066764
14105429,3081625
14115435,3075898
14125441,3088059
14135443,3069000
14145448,3081450
14155453,3075322
14165455,3075519
14175460,2995827
14185465,3013090
14195469,3011148
14205473,3050244
14215478,3009090
14225484,2975081
14235490,3072753
14245495,3059667
14255497,3057372
14265501,3075663
14275505,3069565
14285512,3081585
14295516,3072432
14305521,3075720
14315525,3071843
14325528,3079519
14335530,3065621
14345533,3081827
14355539,3071688
14365546,3088176
14375550,3068647
14385554,3081537
14395556,3075223
14405563,3087491
14415566,3049953
14425570,3087607
14435576,3081914
14445579,3082329
14455581,3072902
14465583,3075150
14475588,3068872
14485591,3069478
14495592,3066285
14505594,3081739
14515598,3078597
14525604,3088038
14535606,3081888
14545612,3082143
14555618,3065536
14565622,3081065
14575628,3056594
14585635,3075958
14595638,3066415
14605640,3075886
14615642,3066202
14625647,3062036
14635648,3058682
14645654,3063568
14655659,3068801
14665660,3081607
14675663,3078917
14685667,3088335
14695670,3081873
14705672,3083659
14715677,3080125
14725681,3078201
14735683,3072392
14745689,3081428
14755693,3060072
14765696,3075640
14775697,3075430
14785703,3083302
14795706,3070746
14805713,3075301
14815720,3054567
14825724,3081710
14835729,3071753
14845732,3088102
14855733,3060100
14865738,3081737
14875740,3072002
14885741,3088370
14895746,3081870
14905749,3086659
14915753,3047832
14925756,3081739
14935758,3078559
14945762,3075123
14955768,3068137
14965770,3081854
14975774,3072735
14985776,3082156
14995778,3072511
15005782,3081970
15015784,3069198
15025788,3074388
15035793,3051801
15045797,3075236
15055803,3072123
15065810,3084857
15075815,3065014
15085820,3081327
15095824,3066272
15105829,3069125
15115833,3069111
15125834,3043182
15135840,3075189
15145846,3085192
15155851,3076465
15165857,3065936
15175861,3069901
15185867,3069233
15195873,3064061
15205875,3015829
15215881,3041756
15225883,2946058
15235891,3059010
15245893,3023272
15255894,3047586
15265899,3012099
15275905,2951130
15285910,3081484
15295917,3072104
15305920,3085866
15315922,3068231
15325926,3081983
15335930,3082022
15345937,3081810
15355943,3072390
15365944,3081045
15375946,3059756
15385952,3081462
15395959,3072372
15405965,3082089
15415969,3066131
15425975,3075469
15435977,3066343
15445980,3081176
15455984,3075139
15465988,3075431
15475993,3072369
15485999,3085062
15496004,3081810
15506008,3075088
15516015,3072392
15526021,3087741
15536026,3072237
15546031,3076311
15556034,3071932
15566040,3088174
15576042,3068871
15586048,3082029
15596054,3074806
15606059,3087642
15616060,3081492
15626065,3088129
15636068,3064860
15646070,3087650
15656074,3081358
15666075,3075320
15676081,3072431
15686085,3081687
15696088,3069664
15706094,3069731
15716101,3072392
15726107,3084430
15736109,3072329
15746114,3082135
15756118,3056608
15766122,3081537
15776123,3072877
15786127,3078774
15796128,3072555
15806132,3084761
15816135,3052604
15826139,3081580
15836143,3068714
15846150,3081563
15856153,3061154
15866156,3081420
15876162,3075310
15886168,3087828
15896175,3082442
15906179,3087513
15916185,3081955
15926192,3088294
15936194,3081793
15946197,3088225
15956203,3081349
15966207,3087720
15976210,3076023
15986213,3081685
15996219,3072217
16006223,3081718
16016227,3066620
16026233,3081735
16036239,3075179
16046246,3066464
16056252,3072220
16066259,3081681
16076264,3072768
16086267,3078793
16096272,3063747
16106276,3075168
16116282,3072655
16126286,3087325
16136288,3081696
16146295,3088154
16156301,3081540
16166306,3088291
16176310,3081553
16186317,3014321
16196320,3068125
16206327,3078790
16216334,3072654
16226341,3075108
16236348,3065800
16246356,3021946
16256356,2939666
16266362,2986411
16276365,2983620
16286367,3012226
