Time(ms),Frequency(kHz)
13495,3068735
13505,3081645
13515,3081663
13525,3081517
13535,3078106
13545,3079063
13555,3066296
13565,3078981
13575,3066768
13585,3078754
13595,3056855
13605,3075670
13615,3065948
13625,3079059
13635,3065626
13645,3072721
13655,3069940
13665,3078428
13675,3075662
13685,3088103
13695,3082317
13705,3081923
13715,3071752
13725,3010149
13735,2964876
13745,2921127
13755,2981464
13765,3069257
13775,2988579
13785,2942922
13795,3072209
13805,3087645
13815,3081855
13825,3087860
13835,3081975
13845,3087567
13855,3075608
13865,3081717
13875,3072886
13885,3066393
13895,3059388
13905,3081665
13915,3068635
13925,3084767
13935,3075254
13945,3087863
13955,3081503
13965,3088326
13975,3082422
13985,3087335
13995,3069125
14005,3082205
14015,3072068
14025,3075542
14035,3072379
14045,3069525
14055,3066273
14065,3081859
14075,3071819
14085,3084936
14095,3082600
14105,3065048
14115,3067977
14125,3081281
14135,3062454
14145,3076022
14155,3066662
14165,3081419
14175,3069220
14185,3075427
14195,3081820
14205,3077558
14215,3072395
14225,3085235
14235,3082103
14245,3087993
14255,3081814
14265,3075514
14275,3072618
14285,3088297
14295,3081756
14305,3087979
14315,3082284
14325,3087468
14335,3075185
14345,3073176
14355,3071112
14365,3087957
14375,3076969
14385,3075514
14395,3072269
14405,3072334
14415,3058052
14425,3078258
14435,3078548
14445,3087847
14455,3081524
14465,3072331
14475,3073147
14485,3076114
14495,3072724
14505,3081644
14515,3074901
14525,3081027
14535,3065975
14545,3072517
14555,3069794
14565,3081927
14575,3078684
14585,3084978
14595,3075424
14605,3084658
14615,3078605
14625,3084347
14635,3075090
14645,3071595
14655,3068785
14665,3088029
14675,3072626
14685,3075488
14695,3075467
14705,3080356
14715,3077025
14725,3081259
14735,3072757
14745,3068873
14755,3060560
14765,3069224
14775,3057227
14785,3031361
14795,3045422
14805,3026752
14815,3062063
14825,3081348
14835,3066302
14845,2992447
14855,3015872
14865,3081343
14875,3078779
14885,3088451
14895,3081938
14905,3087760
14915,3081766
14925,3087598
14935,3081978
14945,3077038
14955,3066741
14965,3084903
14975,3082185
14985,3087938
14995,3073204
15005,3075807
15015,3059631
15025,3081941
15035,3069644
15045,3075576
15055,3072281
15065,3075324
15075,3066196
15085,3072517
15095,3066321
15105,3072635
15115,3066260
