Time(ms),Frequency(kHz)
6121,3072305
6131,3081862
6141,3084354
6151,3078415
6161,3087525
6171,3081794
6181,3071341
6191,3059804
6201,3075634
6211,3060348
6221,2962341
6231,3055398
6241,3081636
6251,3078143
6261,3064758
6271,3063521
6281,3075800
6291,3053781
6301,3081782
6311,3075216
6321,3076287
6331,3066229
6341,3084727
6351,3063150
6361,3081327
6371,3072464
6381,3081406
6391,3065743
6401,3082147
6411,3066211
6421,3081934
6431,3081759
6441,3087795
6451,3056860
6461,3070025
6471,3068976
6481,3087988
6491,3082206
6501,3087528
6511,3069086
6521,3081375
6531,3066279
6541,3081549
6551,3061915
6561,3076030
6571,3059808
6581,3075543
6591,3062541
6601,3068886
6611,3066300
6621,3081080
6631,3072395
6641,3075460
6651,3069716
6661,3078997
6671,3071977
6681,3081876
6691,3072841
6701,3081522
6711,3066158
6721,3081701
6731,3068298
6741,3087906
6751,3072290
6761,3075709
6771,3072085
6781,3075164
6791,3076122
6801,3074730
6811,3063495
6821,3081558
6831,3069139
6841,3079168
6851,3066413
6861,3078998
6871,3066058
6881,3072755
6891,3065591
6901,3075876
6911,3065483
6921,3072028
6932,3062320
6942,3075742
6952,3072269
6962,3078247
6972,3081486
6982,3087865
6992,3081612
7002,3087890
7012,3082006
7022,3088048
7032,3069538
7042,3081663
7052,3078801
7062,2963848
7072,2894315
7082,2968977
7092,2935784
7102,3018991
7112,3056990
7122,3078813
7132,3072133
7142,3060438
7152,3065954
7162,3082054
7172,3081533
7182,3087771
7192,3072317
7202,3082014
7212,3075457
7222,3048878
7232,3054452
7242,3068412
7252,3053808
7262,3069902
7272,3069659
7282,3087686
7292,3081881
7302,3082095
7312,3070490
7322,3080995
7332,3066708
7342,3077904
7352,3066446
7362,3081884
7372,3079135
7382,3084388
7392,3075122
7402,3087569
7412,3081799
7422,3088005
7432,3072697
7442,3081756
7452,3060360
7462,3075868
7472,3068333
7482,3081479
7492,3066108
7502,3081645
7512,3081913
7522,3075722
7532,3072899
7542,3081540
7552,3065700
7562,3081830
7572,3081854
7582,3088172
7592,3082470
7602,3082029
7612,3072741
7622,3081242
7632,3072136
7642,3081530
7652,3071880
7662,3084337
7672,3081409
7682,3088281
7692,3081730
7702,3081408
7712,3069055
7722,3069538
7732,3072540
7742,3088124
7752,3075147
7762,3068198
7772,3067890
7782,3084512
7792,3081796
7802,3081883
7812,3071989
7822,3075410
7832,3076004
7842,3078579
7852,3072525
7862,3081284
7872,3078321
7882,3088022
7892,3081765
7902,3078662
7912,3066280
7922,3081539
7932,3075309
7942,3087904
7952,3074720
7962,3078368
7972,3059843
7982,3075640
7992,3066253
8002,3075632
8012,3072163
8022,3079462
8032,3072400
8042,3081265
8052,3071946
8062,3082111
8072,3072369
8082,3057289
8092,2960669
8102,2918556
8112,2939585
8122,2914091
8132,3046203
8142,3073688
8152,3066236
8162,3066426
8172,2935192
8182,2967258
8192,3072336
8202,3087927
8212,3081859
8222,3088049
8232,3081793
8242,3074114
8252,3052973
8262,3075282
8272,3069712
8282,3084982
8292,3082055
8302,3087588
8312,3081343
8322,3087465
8332,3073010
8342,3075119
8352,3072566
8362,3077316
8372,3082009
8382,3071239
8392,3076843
8402,3073627
8412,3077103
8422,3076862
8432,3080612
8442,3075424
8452,3077686
8462,3074707
8472,3085580
8482,3083916
8492,3073315
8502,3075177
8512,3082319
8522,3067396
8532,3079099
8542,3067540
8552,3073409
8562,3071613
8572,3078512
8582,3082749
8592,3086605
8602,3062456
8612,3080248
8622,3082661
8632,3081425
8642,3072793
8652,3074955
8662,3073147
8672,3080893
8682,3081924
8692,3075333
8702,3066500
8712,3081746
8722,3059601
8732,3075982
8742,3069253
8752,3080697
8762,3082094
8772,3075220
8782,3072341
8792,3077824
8802,3072648
8812,3081949
8822,3063074
8832,3082183
8842,3081863
8853,3087472
8863,3082009
8873,3087925
8883,3082030
8893,3069149
8903,3062450
8913,3081635
8923,3075362
8933,3087925
8943,3072345
8953,3081088
8963,3066223
8973,3075359
8983,3069664
8993,3081298
9003,3072254
9013,3081818
9023,3065680
9033,3081875
9043,3065028
9053,3088332
9063,3082252
9073,3087950
9083,3081392
9093,3087631
9103,3081524
9113,3088301
9123,3082404
9133,3081748
9143,3072489
9153,3058216
9163,2951653
9173,2962188
9183,2993043
9193,3074837
9203,2963260
9213,2933180
9223,3066638
9233,3081549
9243,3066112
9253,3082150
9263,3072250
9273,3087843
9283,3047816
9293,3075602
9303,3075537
9313,3075601
9323,3072452
9333,3080953
9343,3066444
9353,3081436
9363,3078967
9373,3084508
9383,3068922
9393,3084033
9403,3078499
9413,3069651
9423,3072314
9433,3081645
9443,3078649
9453,3078345
9463,3072788
9473,3087706
9483,3081678
9493,3075546
9503,3066357
9513,3075797
9523,3066265
9533,3075459
9543,3068898
9553,3079247
9563,3072443
9573,3081745
9583,3069073
9593,3081734
9603,3075310
9613,3087964
9623,3059606
9633,3081293
9643,3065897
9653,3081948
9663,3078870
9673,3088027
9683,3081105
9693,3087900
9703,3081406
9713,3080510
9723,3073087
9733,3069455
9743,3062685
9753,3075833
9763,3071965
9773,3078305
9783,3072625
9793,3078423
9803,3081575
9813,3088288
9823,3081638
9833,3088288
9843,3082385
9853,3083527
9863,3072493
9873,3084703
9883,3082066
9893,3081510
9903,3077954
9913,3085125
9923,3078892
9933,3084734
9943,3061952
9953,3084738
9963,3079176
9973,3084899
9983,3065980
9993,3075059
10003,3059855
10013,3079162
10023,3060685
10033,3077113
10043,3072280
10053,3055928
10063,3054350
10073,3069704
10083,3053953
10093,3075366
10103,3047252
10113,3081810
10123,3072559
10133,3084453
10143,3082145
10153,3088304
10163,3081616
10173,3088171
10183,3045703
10193,2986811
10203,3042058
10213,3033812
10223,2985937
10233,3024894
10243,3071129
10253,3076083
10263,3040981
10273,3017564
10283,2970655
10293,3075148
10303,3075322
10313,3078738
10323,3072173
10333,3082120
10343,3082439
10353,3087667
10363,3082121
10373,3088374
10383,3081770
10393,3087786
10403,3075145
10413,3087924
10423,3081878
10433,3087462
10443,3081603
10453,3077923
10463,3066410
10473,3084744
10483,3072548
10493,3081687
10503,3075581
10513,3087771
10523,3075326
10533,3056290
10543,3045854
10553,3071182
10563,3059980
10573,3078027
10583,3074294
10593,3062604
10603,3055343
10613,3078623
10623,3075490
10633,3084528
10643,3062018
10653,3078397
10663,3075425
10673,3078585
10683,3069183
10693,3081275
10703,3072351
10713,3081581
10723,3072485
10733,3081415
10743,3066389
10753,3078670
10763,3079109
10773,3069794
10783,3069143
10793,3084952
10803,3075602
10813,3078109
10823,3079063
10833,3080913
10843,3074845
10853,3071073
10863,3079107
10873,3078339
10883,3064253
10893,3078420
10903,3062731
10913,3069824
10923,3066276
10933,3075320
10943,3070057
10953,3075573
10963,3071293
10973,3088132
10983,3069418
10993,3081553
11003,3065911
11013,3078388
11023,3075124
11033,3088434
11043,3081684
11053,3087401
11063,3081168
11073,3088005
11083,3082527
11093,3087852
11103,3081708
11113,3088305
11123,3074529
11133,3087575
11143,3081419
11153,3087812
11163,3072594
11173,3082221
11183,3078174
11193,3082073
11203,3067729
11214,3079494
11224,3069135
11234,3022824
11244,3006415
11254,2933110
11264,2923334
11274,2926828
11284,3061835
11294,3081970
11304,3074683
11314,3087549
11324,3082090
11334,3087531
11344,3081386
11354,3087695
11364,3082375
11374,3088195
11384,3073630
11394,3088286
11404,3082195
11414,3087470
11424,3075259
11434,3072462
11444,3050735
11454,3049041
11464,3063135
11474,3009272
11484,2916828
11494,3068887
11504,3072116
11514,3081601
11524,3078438
11534,3087876
11544,3068629
11554,3081442
11564,3072204
11574,3081850
11584,3072340
11594,3081646
11604,3081724
11614,3087897
11624,3068989
11634,3081393
11644,3072445
11654,3078702
11664,3063206
11674,3081672
11684,3078325
11694,3087398
11704,3075216
11714,3087869
11724,3081477
11734,3081798
11744,3072449
11754,3062923
11764,3071702
11774,3084345
11784,3075762
11794,3081521
11804,3071892
11814,3081516
11824,3072151
11834,3077881
11844,3078572
11854,3088215
11864,3072134
11874,3075558
11884,3072643
11894,3081607
11904,3081777
11914,3073805
11924,3072773
11934,3087915
11944,3081135
11954,3084703
11964,3079001
11974,3084358
11984,3081121
11994,3087920
12004,3069087
12014,3081549
12024,3069691
12034,3078528
12044,3072381
12054,3079568
12064,3066443
12074,3069699
12084,3047445
12094,3078044
12104,3072809
12114,3080434
12124,3073018
12134,3082176
12144,3071762
12154,3087555
12164,3081452
12174,3087915
12184,3081807
12194,3068228
12204,3070904
12214,3081141
12224,3078795
12234,3087821
12244,3050813
12254,3078433
12264,3059726
12274,3062703
12284,3060547
12294,3027238
12304,3050382
12314,2986648
12324,3000987
12334,3063796
12344,2973414
12354,2946318
12364,3059450
12374,3078739
12384,3066861
12394,3075487
12404,3069382
12414,3067888
12424,3051910
12434,3078330
12444,3065012
12454,3084502
12464,3072350
12474,3084570
12484,3063168
12494,3072018
12504,3072398
