Time(ms),Frequency(kHz)
15166,3078859
15176,3063270
15186,3081838
15196,3075665
15206,3066415
15216,3072166
15226,3065703
15236,3070129
15246,3069011
15256,3071792
15266,3082156
15276,3011823
15286,2921008
15296,3054597
15306,3070614
15316,2948192
15326,3032394
15336,3072286
15346,3087741
15356,3082256
15366,3081463
15376,3057699
15386,3069047
15396,3064170
15406,3077746
15416,3072312
15426,3088040
15436,3081808
15446,3087840
15456,3072343
15466,3081844
15476,3071879
15486,3079323
15496,3066956
15506,3081686
15516,3066437
15526,3081913
15536,3059478
15546,3072601
15556,3062647
15566,3081717
15576,3060398
15586,3081913
15596,3068471
15606,3084828
15616,3072555
15626,3081781
15636,3072757
15646,3084061
15656,3061916
15666,3087111
15676,3082299
15686,3081799
15696,3069251
15706,3081601
15716,3072681
15726,3075561
15736,3070898
15746,3065783
15756,3069478
15766,3081770
15776,3081945
15786,3066402
15796,3071895
15806,3084960
15816,3075393
15826,3087925
15836,3081767
15846,3078304
15856,3062242
15866,3081672
15876,3075009
15886,3087924
15896,3081838
15906,3077392
15916,3078108
15926,3088414
15936,3081274
15946,3081547
15956,3081954
15966,3087838
15976,3071765
15986,3082077
15996,3072174
16006,3088461
16016,3052075
16026,3075676
16036,3063398
16046,3081346
16056,3082293
16066,3087967
16076,3081500
16086,3087979
16096,3082444
16106,3087887
16116,3082258
16126,3081603
16136,3071652
16146,3069840
16156,3072353
16166,3076223
16176,3068475
16186,3081996
16196,3066520
16206,3075538
16216,3071727
16226,3075077
16236,3071452
16246,3068709
16256,3070664
16266,3075654
16276,3071959
16286,3075188
16296,3066735
16306,3038296
16316,2995612
16326,3018730
16336,3019001
16346,3033859
16356,3035720
16366,2894215
16376,3072041
16386,3081398
16396,3079330
16406,3087939
16416,3081581
16426,3081842
16436,3082231
16446,3087895
16456,3081968
16466,3063181
16476,3059972
16486,3075654
16496,3041888
16506,3063002
16516,3081744
16526,3072458
16536,3078394
16546,3072078
16556,3060985
16566,3081879
16576,3088156
16586,3082168
16596,3087427
16606,3081984
16616,3088474
16626,3049188
16636,3081433
16646,3059892
16656,3075862
16666,3079121
16676,3087654
16686,3080973
16696,3081470
16706,3072523
16716,3069534
16726,3066271
16736,3081585
16746,3069298
16756,3087596
16766,3081638
16777,3078371
16787,3072365
16797,3075038
16807,3072276
16817,3084601
16827,3070175
16837,3075366
16847,3071676
16857,3088029
16867,3069262
16877,3081447
16887,3078434
16897,3081860
16907,3058173
16917,3081417
16927,3062710
16937,3078370
16947,3068961
16957,3068777
16967,3062750
16977,3082154
16987,3071936
16997,3084909
17007,3082362
17017,3087432
17027,3081688
17037,3081256
17047,3072397
17057,3082177
17067,3072173
17077,3087992
17087,3073012
17097,3081390
17107,3072331
17117,3084960
17127,3072917
17137,3081772
17147,3075531
17157,3087878
17167,3082453
17177,3087568
17187,3081749
17197,3084464
17207,3079074
17217,3084189
17227,3081243
17237,3080866
17247,3030194
17257,3064726
17267,3066276
17277,3078810
17287,3072471
17297,3081696
17307,3057974
17317,3081639
17327,3072896
17337,3087604
17347,3066392
17357,3011469
17367,2925392
17377,2985165
17387,3072378
17397,3075597
17407,3072338
17417,3075650
17427,3072638
17437,3082064
17447,3074580
17457,3067958
17467,3078866
17477,3088311
17487,3082137
17497,3088305
17507,3082366
17517,3087646
17527,3081749
17537,3087831
17547,3066580
17557,3050706
17567,3066879
17577,2900180
17587,3047994
17597,3084497
17607,3081510
17617,3087838
17627,3066932
17637,3081765
17647,3071343
17657,3088196
17667,3076908
17677,3081520
17687,3072432
17697,3081847
17707,3072742
17717,3081067
17727,3081823
17737,3088438
17747,3072593
17757,3088242
17767,3081047
17777,3088326
17787,3081847
17797,3088276
17807,3081147
17817,3087629
17827,3081753
17837,3077633
17847,3081386
17857,3078076
17867,3082177
17877,3087546
17887,3081294
17897,3082729
17907,3061047
17917,3085319
17927,3066374
17937,3078264
17947,3075841
17957,3087531
17967,3081779
17977,3087978
17987,3081172
17997,3087528
18007,3081625
18017,3077001
18027,3066240
18037,3081435
18047,3081961
18057,3081906
18067,3069075
18077,3075196
18087,3064929
18097,3081825
18107,3065978
18117,3082025
18127,3075496
18137,3088251
18147,3082287
18157,3080515
18167,3063227
18177,3075906
18187,3072592
18197,3081489
18207,3081776
18217,3082267
18227,3082123
18237,3088038
18247,3081705
18257,3081233
18267,3075358
18277,3088182
18287,3063017
18297,3081707
18307,3078603
18317,3087716
18327,3081474
18337,3088078
18347,3081482
18357,3078358
18367,3051624
18377,3081867
18387,3081774
18397,3075641
18407,3072538
18417,3020634
18427,2948885
18437,2938131
18447,3019634
18457,2986801
18467,3051499
18477,3081795
18487,3075848
18497,3087936
18507,3082262
18517,3078693
18527,3072408
18537,3084804
18547,3081873
18557,3088086
18567,3082440
18577,3088350
18587,3071561
18597,3081636
18607,3050033
18617,3081772
18627,3072012
18637,3087998
18647,3081809
18657,3081522
18667,3068928
18677,3081440
18687,3081325
18697,3081098
18707,3074507
18717,3076449
18727,3071976
18737,3066374
18747,3066051
18757,3079335
18767,3075503
18777,3084641
18787,3078085
18797,3088321
18807,3082099
18817,3087587
18827,3081488
18837,3087903
18847,3082114
18857,3088041
18867,3065718
18877,3072498
18887,3066444
18897,3075749
18907,3057147
18917,3084498
18927,3082402
18937,3087834
18947,3082332
18957,3087620
18967,3082395
18977,3088176
18987,3081807
18997,3087880
19007,3082506
19017,3087669
19027,3081681
19037,3087986
19047,3072530
19057,3076201
19067,3072717
19077,3078113
19087,3076897
19097,3075597
19107,3072434
19117,3084375
19127,3070529
19137,3081846
19147,3072755
19157,3087984
19167,3081930
19177,3087961
19187,3082155
19197,3081980
19207,3081995
19217,3088252
19227,3081856
19238,3088325
19248,3078405
19258,3078836
19268,3037728
19278,3075759
19288,3069242
19298,3088179
19308,3072581
19318,3075480
19328,3065709
19338,3081807
19348,3075640
19358,3087523
19368,3082078
19378,3087537
19388,3072301
19398,3081662
19408,3075613
19418,3088240
19428,3081606
19438,3079851
19448,3066996
19458,3077614
19468,3063012
19478,2986062
19488,2931182
19498,3063393
19508,2977321
19518,3081134
19528,3072697
19538,3078406
19548,3073062
19558,3081121
19568,3069569
19578,3073045
19588,3066952
19598,3075792
19608,3062852
19618,3075716
19628,3075100
19638,3071856
19648,3066133
19658,3084530
19668,3075746
19678,3084732
19688,3072131
19698,3080962
19708,3077981
19718,3087796
19728,3081372
19738,3081637
19748,3075261
19758,3082086
19768,3066133
19778,3081635
19788,3069363
19798,3084900
19808,3081197
19818,3088265
19828,3082430
19838,3088056
19848,3081444
19858,3088017
19868,3081771
19878,3087613
19888,3081630
19898,3080821
19908,3073109
19918,3087863
19928,3081774
19938,3087549
19948,3062649
19958,3081941
19968,3076015
19978,3088213
19988,3082495
19998,3088279
20008,3069544
20018,3081451
20028,3075340
20038,3081864
20048,3072545
20058,3075147
